Cell,Drug,IC50,IC50_Predict_model=2,IC50_Predict_model=-1
753563,HG6-64-1,2.397963708,2.09875982,2.836718226
684062,Tamoxifen,2.797437064,3.630489072,3.987651551
908145,Omipalisib,-3.684917852,-3.26833793,-2.425156802
749717,PFI-1,2.867721834,3.617116469,2.542772247
909724,XAV939,4.497412037,3.812031493,4.104984107
1299059,BAY-61-3606,2.635645515,3.993604865,3.176938471
946360,JNK Inhibitor VIII,3.884346718,4.601092206,4.531089184
905938,Cetuximab,6.381563667,6.215860067,6.098776589
688013,Salubrinal,3.968825756,4.156713777,3.85865555
908471,Luminespib,-0.903969405,-1.635395034,-2.411290341
910922,KIN001-260,4.452668839,4.105778259,4.639467942
924151,EHT-1864,3.763293219,3.657467881,3.335891658
925338,NPK76-II-72-1,3.223043984,4.138140253,3.656069702
1290730,AKT inhibitor VIII,1.196173469,1.745063925,1.998219903
722046,Enzastaurin,3.073423863,3.025601086,2.867213607
906869,PD173074,3.575353368,2.47654863,2.797892233
909735,KIN001-270,3.569325379,4.154315846,4.15681498
908146,Rucaparib,2.886934512,2.544221518,2.76828361
910784,PHA-793887,0.883748537,1.751522151,1.897345671
1330984,AZD7762,-1.474038022,-1.355050717,-2.072909688
910851,Alectinib,3.676071619,3.905687369,3.649608652
907319,MPS-1-IN-1,2.710437767,2.666103805,2.592545399
906831,CGP-082996,0.993363229,1.437274453,1.568218987
753604,GW-2580,5.338458867,5.365015913,5.547651921
1331037,AICA Ribonucleotide,6.712644903,5.822339288,5.735494007
909703,Tubastatin A,1.86027035,1.985274467,2.154845411
908144,GSK650394,3.692356275,2.981223891,2.999593043
688006,S-Trityl-L-cysteine,1.855167194,1.235243872,0.798961345
905956,Amuvatinib,3.567670999,4.006720038,3.607447124
1298533,RO-3306,3.679395118,3.729042504,3.524867861
906798,OSU-03012,-1.378056311,0.629075123,0.567865618
1303896,Saracatinib,-0.670134923,-0.458600435,0.177860429
753569,Motesanib,1.897596469,2.696675335,2.985995189
910695,Rucaparib,2.836319307,4.059033101,3.537825825
1330984,Pelitinib,-1.4366769,-1.711816489,-0.384746157
753566,Dabrafenib,4.819173718,3.989984142,3.913227758
1290767,AZD7762,-0.492173554,-0.278964912,-0.406013976
908151,Afatinib,1.657400543,1.757295411,1.592641305
946358,Fedratinib,0.242341357,0.199763593,2.026373728
1330964,PLX-4720,4.217529398,3.882027883,4.145723384
908458,XAV939,3.881390449,3.743786265,3.663856468
753552,Vorinostat,0.802642741,0.903024098,0.575896672
946373,Nilotinib,4.335643824,3.707832042,3.557641546
753621,Sunitinib,2.521170236,2.338808362,2.17863091
907281,QL-XI-92,2.193496017,2.064454696,2.363197887
910700,HG-5-113-01,2.301389392,2.000380792,1.663507627
907043,Doramapimod,4.15826155,4.084377181,4.185971136
1240142,I-BET-762,3.940266503,3.685008222,3.623081819
909773,Idelalisib,3.329987963,3.042264273,3.291881694
907274,Dasatinib,-2.298489462,0.476539508,-0.312247931
1290771,TW 37,3.888398538,1.830096756,0.788173482
946359,Talazoparib,4.035084498,4.286338123,4.082230048
907271,T0901317,5.609620082,5.243263324,4.818567971
906832,Obatoclax Mesylate,-1.327953264,-1.225373804,-0.647064849
907274,Tamoxifen,3.794612228,3.069730922,3.708604823
909736,BX-912,-0.097481567,1.714465621,2.036706667
908481,BX-912,2.497231459,3.596384758,1.740311665
722046,QL-X-138,3.497084092,3.068723064,3.02136258
971773,FTI-277,1.999949449,1.806927567,1.610283242
910546,XMD14-99,3.709014304,2.927383934,3.014547072
924105,Tamoxifen,2.926102925,3.336716514,3.005631839
724874,CP466722,6.221317189,5.987929648,4.887610053
1240190,QS11,2.025488566,1.614600844,2.567390953
930083,MK-2206,2.398975742,1.767710517,1.806238303
905990,Etoposide,2.11144758,1.267939813,1.224922355
946353,CCT-018159,2.147217574,2.638968524,2.400702831
909257,Avagacestat,4.369826988,4.295255566,3.898757393
688027,Axitinib,1.720216651,2.619931724,1.993553616
1660034,SB-505124,4.981933085,4.136597638,4.462172378
1298533,Alectinib,4.343800277,4.201352332,4.211769894
1298529,Tivozanib,1.036952536,0.939342359,0.847547569
910905,Pazopanib,5.563439895,5.019349599,4.904382549
949174,GNF-2,2.977736304,2.46486013,2.25941111
908482,Masitinib,3.505595493,4.418253055,4.092379372
1299059,GSK690693,5.189010693,4.305240558,3.752549693
908451,GSK1070916,-2.009424827,0.629293619,0.891766326
906855,GSK1070916,-1.161365609,-0.283503344,0.074237248
910710,Dacinostat,-3.894874967,-3.459546135,-3.486284218
724866,SGC0946,1.923343151,1.913974469,1.515859498
908472,TW 37,1.477492483,0.57691325,-0.284652936
909735,AS605240,3.046215626,2.209578267,2.366703897
949153,WZ3105,2.329244887,0.242475967,-0.676222847
909731,WZ-1-84,4.460193999,4.044303341,3.910999319
906804,Pictilisib,1.099870584,1.743009767,1.208984786
909750,JNK Inhibitor VIII,4.426229454,4.292478859,4.08508192
688058,QS11,5.288461445,4.882298594,4.523382742
753607,SB216763,4.755416811,4.787347217,4.546225477
908128,Bryostatin 1,-4.525690795,-2.452835683,-3.227421486
908463,Luminespib,0.131011489,0.518546038,0.852978777
906793,Bicalutamide,1.878937708,1.823247596,1.967128109
925338,TW 37,-0.115125223,-1.156255574,-0.485071754
910941,VX-11e,4.63932891,3.5372611,3.824525199
1240144,Axitinib,2.507147917,2.836761458,2.939768085
909736,Nutlin-3a (-),4.994958108,4.519556173,4.488654505
1298476,DMOG,7.077716476,5.818568479,6.209665781
908148,AICA Ribonucleotide,5.919503875,5.502717862,5.140242205
1240162,Navitoclax,2.383829623,1.31990456,2.109198998
753618,Belinostat,-1.373559883,-1.628234403,-1.395007387
687815,Zibotentan,5.727289901,5.560491978,5.567600042
908449,BI-2536,-1.532014422,-2.155760996,1.166590269
910861,Dabrafenib,2.980575895,3.385235433,4.118123598
908471,Vismodegib,4.690213089,4.234732746,3.976399306
908470,PAC-1,3.517324769,3.079157084,2.671096424
910703,PHA-793887,-1.085380164,-0.459505616,-0.714071072
906765,QL-XII-47,0.104768615,-0.35124366,-0.069659478
907278,JNK-9L,-0.700531557,-0.594841813,-0.275271603
925341,Luminespib,-4.198469166,-3.563496385,-3.375860574
909250,Sorafenib,1.950585777,3.119712622,2.977011914
908152,XMD11-85h,2.879753247,3.841028229,3.971806834
1290810,XMD8-92,2.986834784,3.747379231,3.692538049
724878,Vismodegib,4.656006589,4.980050505,5.301840435
908148,XAV939,2.343456349,3.243385619,3.261991322
1322213,AT-7519,-1.310606831,-0.827710564,-0.005172163
909720,Rapamycin,-6.014522215,-3.548431143,-2.011693551
1240192,RO-3306,3.091967173,3.412168308,3.299562097
753531,NSC-87877,4.771958161,3.87502962,3.695052412
1298226,Ispinesib Mesylate,-0.706433041,-0.030217546,-0.146055632
907280,TAK-715,3.037123288,3.227768365,3.540291552
905940,Sorafenib,1.67130864,1.221792542,0.716157936
1240197,Doramapimod,3.655222984,3.957797534,3.720684381
924240,JNK Inhibitor VIII,4.697947042,4.983982453,4.889158072
749713,A-443654,-1.801976917,-1.509515214,-1.13783275
724878,KIN001-244,5.953297701,5.141298945,4.960562466
906823,Bryostatin 1,-2.235247169,-2.927818435,-2.460395723
907045,HG-5-88-01,5.826962956,4.871573492,4.925752922
724868,Masitinib,3.935682874,3.65786901,3.39487481
905973,Etoposide,1.533298659,1.71007052,1.886176944
949158,Lestauritinib,-0.80944802,-1.672374433,-1.146154273
724870,AT-7519,3.505244229,3.268910735,3.395138872
949165,VX-11e,3.555618707,2.869377198,2.278493599
687590,PF-562271,3.1488253,2.987746843,2.877805819
753621,Bicalutamide,3.147874676,2.974519412,2.838794369
1299052,Enzastaurin,3.784520138,1.772585351,3.273475696
906765,PI-103,-2.650447581,-1.781303791,-1.331939253
905948,GSK269962A,3.361416282,0.547459994,3.809552747
908475,Serdemetan,1.991452786,2.01407813,2.431500349
908141,BMS-509744,1.376514468,2.216027527,2.782246484
910209,Doramapimod,4.90653656,3.895735539,3.599127812
687985,Rucaparib,3.627627865,2.995382786,3.246871487
906835,SB-505124,4.589288501,4.265206266,4.014111324
930297,GSK690693,5.539443393,5.605215278,5.160402067
1240174,NPK76-II-72-1,2.481827419,3.93011767,3.682532915
905948,Elesclomol,-2.941641909,-2.78084219,-3.640625526
909708,XMD13-2,2.78744937,2.612761759,3.217980376
910569,IOX2,-0.150430959,-0.202696737,-0.119437421
906746,CCT007093,2.911378078,3.325096793,3.839926291
946382,Ruxolitinib,4.771254405,4.313806,4.323250585
1290814,NSC-87877,5.643087207,5.451408726,5.232836182
1240200,BMS-754807,1.249167076,0.496878196,0.354588197
910703,Cetuximab,6.491721836,6.599666058,6.258730264
910920,Crizotinib,2.972887385,2.257560955,2.434556347
724874,T0901317,5.746279046,5.805709017,5.592648126
907783,BX-912,1.973538312,1.650079018,1.751636496
687815,LFM-A13,4.648132622,4.545170947,4.582294168
688011,Quizartinib,2.322137314,1.836723736,2.399844568
713880,QL-X-138,2.799184787,3.385462404,3.116049158
910784,Trametinib,-1.243576781,-1.691126168,-2.957339488
1240140,Daporinad,-6.20882919,-3.18987331,-3.180101902
909784,Ruxolitinib,4.655370384,4.644561518,3.713122621
1240162,Pelitinib,2.042661209,1.537384378,1.817689761
1290797,NSC-207895,5.139053802,5.144314904,3.955752341
908449,Refametinib,1.292454246,0.93905189,1.039110968
907275,Lapatinib,2.109773549,3.204244963,2.570309394
713885,PHA-665752,3.237630045,2.863883721,3.131162115
909743,AR-42,-2.124469989,-1.807119253,-1.168450583
910545,Etoposide,-1.765813286,-1.359021845,-0.699383071
1297447,Tanespimycin,0.915516453,0.510716777,1.191588243
907065,DMOG,5.753353458,6.491382853,6.074512094
907044,AZ628,2.383485728,1.657782021,1.71236258
1240223,AZD7762,-0.527883981,-1.680428945,-1.40651657
908451,HG6-64-1,1.214254977,1.681570712,1.604903004
687457,WZ3105,1.31385127,1.308319842,1.216476047
688011,Alectinib,3.972081704,4.02862222,3.836914508
1290907,CP466722,3.220146669,2.30644342,2.699056316
1240210,TW 37,-1.920540863,-1.513274846,-0.856233339
949174,Cabozantinib,1.527168731,1.889967649,2.660472033
907277,Vorinostat,-0.255083123,-0.65515805,-0.637058241
910702,Talazoparib,3.783778307,3.139061875,3.347255914
909260,Avagacestat,2.70987034,3.496598217,3.550526604
909769,Olaparib,4.28402764,3.63294743,3.821669642
909769,Obatoclax Mesylate,-0.327906576,0.052577143,-0.944310009
1299070,Idelalisib,4.778191258,4.014478309,3.744132126
753586,XMD13-2,2.279805067,2.098696199,2.50349305
907062,Lenalidomide,1.723491023,3.337301136,3.806141063
1299070,PF-562271,0.764735686,0.411160768,0.915793657
910701,Pictilisib,-0.030294308,1.693533591,0.859418211
949173,Camptothecin,-2.630743625,-0.93398665,-1.409537319
688014,GSK1904529A,2.555396387,2.552710321,2.473164458
908148,Doramapimod,4.861698792,4.149799768,4.385740238
908448,CCT-018159,1.82001007,1.572503673,2.548680854
749715,Tipifarnib,-0.785856822,1.426763916,1.366698968
906793,XMD11-85h,2.562446234,1.805337175,2.380804084
713878,QS11,3.759386326,3.51550581,3.548392244
905944,WHI-P97,3.880005044,4.487365144,3.820360385
684062,A-443654,3.21785731,2.286424309,1.189383016
1660036,PLX-4720,5.016345922,4.157325173,5.431743582
1330991,YM201636,0.673202502,0.910917962,0.660139159
909708,Selisistat,5.565347284,5.094077493,4.865527326
906831,XAV939,3.515585643,3.119109087,2.927679929
1298136,SN-38,-1.336367638,-3.838974097,-4.289335869
688013,AZ628,3.336835158,2.422430118,2.764037489
1240189,Dactolisib,-1.671571929,-1.883994526,-1.980861153
907314,NSC-207895,2.122906653,3.679578856,3.941568883
753600,OSI-027,2.971939217,1.066983904,1.196606162
1298223,AT-7519,2.234406013,1.782517899,0.709282493
724873,PD173074,3.46264055,2.987353574,3.024408753
906873,Camptothecin,-4.971403598,-4.402850699,-4.225513745
909756,Sunitinib,1.601750961,1.116235688,1.991797786
1290922,OSU-03012,1.885759111,2.160059842,2.334691447
1290455,SN-38,-4.982281734,-4.613142375,-4.573655613
910907,CI-1040,2.32626037,1.515924347,1.717571607
753579,JW-7-24-1,3.038344115,3.940049604,4.381870437
1240123,UNC0638,3.039964106,3.109228246,2.850270637
1479987,Alectinib,4.415179371,4.201252111,4.054550184
907066,WHI-P97,5.401148471,5.025031727,4.822711169
908476,T0901317,5.785831885,5.498186308,5.027198757
909726,T0901317,5.034676754,4.526907912,4.605789812
713878,PHA-793887,0.166341788,-0.648749075,0.55411252
949176,FTI-277,2.430652157,2.348875643,2.121709776
907286,IPA-3,3.521306582,3.992477872,3.898659874
909706,BMS-345541,2.465062537,3.342980316,3.10293595
1240159,BAY-61-3606,1.669318961,2.235215394,1.896479547
1240216,RO-3306,1.895060243,2.126907135,2.896790297
906844,CP466722,1.831071207,1.684211826,2.052153694
910919,GW-2580,3.31684012,4.402729143,4.421186234
910079,PLX-4720,4.667417763,4.555425405,4.00059797
908131,OSU-03012,0.877289452,1.279880707,1.105376957
905954,Idelalisib,4.947017916,4.695538058,4.860130631
1503362,Pelitinib,-1.288065128,-0.906727689,-0.185672091
753534,Tipifarnib,1.774884904,1.866378908,2.518878913
687997,Imatinib,2.948855265,2.995123882,3.108797149
909759,CP466722,1.091485687,2.924755839,2.823012536
905975,JQ1,-1.155002937,1.022664312,0.950372177
910904,Pelitinib,2.90661636,2.77263511,1.888888679
905982,NVP-TAE684,1.114158808,-0.124832029,1.234591577
908462,QL-XI-92,5.46435883,5.460538893,5.520389644
684057,GW-2580,5.132500146,5.336851158,5.378978788
924186,OSU-03012,1.562631676,1.207970173,0.316936606
1331036,Selumetinib,2.500585663,2.154267668,2.345996013
687812,AR-42,0.958925214,0.498707963,0.344580852
909904,Palbociclib,2.314141755,2.044009523,1.954395642
907173,BI-2536,-1.270207765,-1.201562022,0.253555773
907276,Tanespimycin,-2.146089932,-2.500947577,-1.592958513
906824,PF-4708671,5.058425161,4.355108527,3.574876336
907312,QL-X-138,3.060913454,3.246697328,2.848113432
1331025,RO-3306,4.435814299,4.384727713,4.652098223
684681,WH-4-023,2.90733117,3.159157871,4.383669499
1524415,(5Z)-7-Oxozeaenol,0.105845743,0.250202797,0.263656707
910703,BI-2536,-0.7093758,-0.171994404,-1.515869042
905952,SB52334,4.694133492,3.580464139,3.817590556
910935,Embelin,2.008578757,2.382953427,2.264213727
910932,BI-2536,-1.598141133,-0.584297992,2.781127229
906854,CGP-082996,5.052001693,3.545372601,3.618073971
905954,Doramapimod,4.731622961,4.117600632,3.925062168
949153,I-BET-762,0.029660103,0.100840597,1.183143655
909974,Midostaurin,0.685303308,0.129385479,1.043257728
749711,GW-2580,4.546036335,4.861531512,4.793929613
906851,VX-11e,5.092605868,3.851937316,3.813922916
908139,CHIR-99021,1.626653873,2.631281488,3.013519563
906801,ZSTK474,0.587280948,0.09743358,1.23002809
906869,SL0101,4.725565496,4.323561564,4.85904687
687457,IOX2,0.367429482,-0.084663495,0.270426403
1240145,BMS-754807,-0.929868384,-2.399728222,-1.179991699
1240138,Talazoparib,2.069540289,2.564614615,1.865764196
688025,Lestauritinib,-1.770455869,-1.144557249,-0.575970697
1299062,Masitinib,3.678367118,3.728743315,3.557953263
687798,Pelitinib,2.771563877,2.358139437,1.677754706
910703,Dacinostat,-4.783352596,-3.702263917,-3.6354897
910926,Refametinib,-0.157605469,-0.538913676,0.018312918
753614,Tubastatin A,5.204155584,4.202871856,4.588830138
909778,JNK-9L,2.055885201,0.470740333,0.548541789
909250,Seliciclib,2.811818016,3.530920659,3.115741617
910935,KIN001-260,2.182799654,1.921948288,2.144598814
687804,Linsitinib,0.099379289,-0.295368581,0.589050411
909905,SN-38,-4.110437264,-4.597075784,-4.68118059
1240206,CP466722,2.962572991,2.346330328,2.504182068
907322,Refametinib,3.696118241,3.829069771,3.811392831
909703,BMS-536924,0.219071333,0.856314927,1.745181955
949093,FMK,7.649954087,7.09937572,6.366517032
688013,Idelalisib,5.178821575,4.355786246,4.710486191
909776,Avagacestat,5.088030836,4.714716837,4.661874912
910567,CUDC-101,0.445205637,-0.380780557,-1.076880307
908451,AICA Ribonucleotide,7.018551796,5.722485442,5.723622997
905983,QL-XII-47,-1.170276174,-0.058579058,-0.229407308
909251,AZD7762,-1.021865212,-0.279964296,-1.127088365
1322224,Pazopanib,1.949613045,3.242404536,3.431778429
905973,Pazopanib,2.439314626,3.112447595,3.122029001
949156,SN-38,-6.771694281,-6.551282082,-6.35393744
910947,Salubrinal,2.649489746,2.405090932,2.22201916
949153,WH-4-023,2.82438615,2.133452808,1.971537458
724866,VX-11e,4.54157184,4.694085347,4.499930576
1330987,JW-7-24-1,-0.529833742,-0.772515169,-0.100204479
908138,XMD13-2,3.631330878,3.350975384,3.348459055
1330983,LFM-A13,3.682614221,4.067542292,4.143189369
909720,GSK319347A,3.950417547,3.597723738,3.231356663
753584,Parthenolide,3.708045257,2.424769832,2.467979381
1240132,JNK-9L,0.281294222,0.191970687,0.956906673
1298533,GSK690693,5.091968434,5.00822263,4.85892577
946367,Masitinib,-0.15322879,3.634437232,3.207487893
908159,Sunitinib,0.794981252,1.806732038,2.056768274
924186,AZ628,0.797857074,2.710309298,1.002243458
1323913,OSI-930,2.084225834,2.191513953,2.052465656
909706,Tamoxifen,3.786966705,3.962897743,4.223875244
949156,Linifanib,2.836020856,2.525471626,2.507786579
907789,T0901317,3.457786718,2.762024966,2.683345718
1480361,SNX-2112,-0.772014434,2.195921459,0.9364728
910933,Alectinib,3.992168858,3.8194132,3.574776607
1290767,BAY-61-3606,3.506791756,5.021386194,3.738963138
949174,GW-2580,4.483729928,4.917004233,4.722572627
1330994,SGC0946,1.129750148,1.03064415,1.068359116
906873,GSK690693,4.924436296,4.64165929,4.770917142
907048,Bicalutamide,2.364573959,2.3895766,2.413058242
909738,AZD6482,1.56160736,1.871608814,2.065348332
722045,NU7441,1.590816328,2.351038497,1.58770199
910943,Parthenolide,3.216023613,3.13014959,3.252771006
910701,Motesanib,3.473152684,3.093945306,3.01563378
910910,Bicalutamide,2.769638065,2.987045051,2.766766787
1290767,Trametinib,-3.231779373,-2.327398996,-1.482829575
905967,GNF-2,3.458666106,3.3100816,2.519544841
1240210,Navitoclax,-0.733480384,0.482683193,1.198265456
687563,NSC-207895,5.08219936,3.214509738,4.529537972
1298357,SB216763,4.924005199,4.285001599,2.986128325
907172,DMOG,5.964059158,5.224791495,5.621582224
910853,PF-562271,0.755331999,0.960930122,0.888289671
753608,TAK-715,2.773957632,2.300569939,3.106629874
909253,Quizartinib,1.671963268,1.463433686,1.896865446
1298349,Trametinib,1.330003282,2.394626452,1.885100429
1240198,Linifanib,3.019100733,2.867776858,2.609968349
910688,Daporinad,-6.285178949,-5.299504124,-4.534582569
910781,Bexarotene,2.273365633,2.631905903,2.916072982
907041,Avagacestat,4.492775595,4.373699737,4.43361681
753552,PHA-793887,2.978207932,2.299605313,2.816680937
909747,Dacinostat,-2.686382767,-2.025529676,-1.333968602
1240154,SB590885,0.973304324,1.434014328,3.170993264
909749,Afatinib,0.931275441,0.332055828,0.118575877
909701,GSK1904529A,1.143192144,2.419611899,2.35851109
1297447,WZ3105,-2.14818155,-0.651986355,-1.110550331
906814,KIN001-270,5.596420655,5.260859204,5.168320987
1503366,Axitinib,2.69351322,1.836773232,1.592900455
907073,WZ3105,-0.825062081,-1.149652053,-1.522638247
