Cell,Drug,IC50,IC50_Predict
909250,QS11,3.043378493,4.142940045
905947,Pelitinib,0.211947179,-1.381839647
687588,CCT007093,3.807321605,3.834427901
687997,GSK319347A,3.342927013,4.145935125
907171,Palbociclib,1.556810024,2.17223262
905982,NPK76-II-72-1,5.709279628,4.675784237
1659818,Navitoclax,-0.794981094,0.534812272
909744,Avagacestat,5.000378139,5.03865611
906834,Luminespib,-2.135812998,-1.251350896
1327773,VX-702,0.989178764,2.020403342
753592,GSK690693,4.593648599,3.510694719
924104,NU7441,1.79665223,1.705607377
907172,Selumetinib,1.588140088,1.842652731
998189,PAC-1,2.976350899,1.55513329
905963,SB216763,5.017178639,4.345069004
910910,BIX02189,5.634471409,4.826223074
907792,IOX2,0.660236432,0.566227941
1330942,Seliciclib,5.819909424,5.05080371
908445,JQ1,2.805314716,1.924235313
905972,KIN001-266,2.979798446,2.604866666
1480361,Selisistat,5.999685453,5.989826474
753561,Zibotentan,5.425046718,5.243233356
905991,SB590885,3.707643637,3.323332366
724872,Axitinib,3.070952731,2.186778519
1331036,PIK-93,-0.444227835,-1.164381568
910687,AZD8055,-1.42828709,-1.632416658
910926,Dactolisib,-2.989089594,-3.151540807
910911,Talazoparib,2.039932157,2.402201722
909746,XMD13-2,5.900617898,6.183226396
949090,CP466722,2.637108297,2.629813302
1240192,Temsirolimus,-3.716947067,-2.677092566
908446,CGP-60474,-2.719515209,-1.419685538
905989,BMS-536924,-2.701045591,-0.813869895
905977,GSK650394,4.796722286,4.081601457
688014,HG-5-88-01,2.596203214,3.044164784
687821,MPS-1-IN-1,4.985205,4.167573244
1240199,Alectinib,5.088744418,5.122463324
924107,Bryostatin 1,-2.292415416,-2.962007371
909781,FH535,2.097422805,1.674512636
909738,KIN001-244,2.760895763,2.95326842
724879,GSK1904529A,2.708129986,2.530734939
909975,Pictilisib,0.045601479,1.015260744
949156,QL-X-138,-0.857683593,-0.311803201
753574,JNK-9L,-0.508741925,-0.818191305
907787,MG-132,-0.788034414,-0.397265778
910705,Daporinad,-6.473399596,-5.962277992
1240181,PFI-1,4.594629928,3.68453684
753589,CCT007093,4.951127461,4.882412571
1240193,FTI-277,0.709937858,1.800357575
1298168,Ponatinib,2.187200282,0.934796681
906846,Erlotinib,2.80720491,2.79423884
1240146,Trametinib,0.334740419,-0.706708157
688026,GSK690693,-4.256687828,0.323499351
1240198,Dacinostat,-2.506720346,-3.111971265
905948,Pictilisib,0.285337445,1.247467866
1298222,Bosutinib,2.525713335,1.778391282
1299081,SB590885,1.841015914,3.118592998
687807,AS605240,4.086475923,5.067167463
909744,GW441756,3.156971927,2.732488315
907799,XMD14-99,3.228552445,2.972344522
905952,Pelitinib,-0.92186607,-1.234727871
910569,WHI-P97,3.747905145,3.586198834
924104,TW 37,-1.350260996,-1.142491791
909779,BIX02189,4.21486544,3.764993288
906872,JW-7-24-1,-0.050853088,0.300373149
1479995,SN-38,-5.41504597,-5.391921364
907319,CCT-018159,2.79052723,2.110028277
1503369,SB52334,3.688767485,3.584705838
688001,NSC-207895,2.526119868,3.583494591
1298476,OSI-027,3.448916683,3.023682397
1331038,NG-25,1.279265872,0.594679603
949173,SL0101,5.516108888,5.018276892
908482,Fedratinib,3.471505672,2.914088707
687457,Axitinib,0.775054992,1.474736901
949155,XMD14-99,2.394252098,2.980967689
1322224,TGX221,4.373461221,3.982047291
724828,PD0325901,-4.04823464,-3.296643376
1247871,MK-2206,0.91547715,0.55283802
924187,PF-562271,3.087840433,2.738374815
910926,Pazopanib,3.268045102,2.538067272
906834,CCT007093,3.786891785,3.765205029
910780,Luminespib,-2.896859409,-2.931789562
910784,SB52334,3.684668994,3.535998268
905975,Cetuximab,5.888074328,6.124642161
907290,Obatoclax Mesylate,1.005743449,-0.502705585
949156,Y-39983,3.463779088,4.091290208
908129,OSU-03012,3.190346938,3.294445677
1503365,WHI-P97,4.388252391,4.553250515
949179,S-Trityl-L-cysteine,0.569725108,0.970638278
908448,Crizotinib,1.197440353,1.904128386
753584,FR-180204,5.223298254,5.223842836
749712,XMD13-2,4.003554239,4.872075087
909718,GW-2580,4.489734581,5.239425456
724839,CI-1040,2.616184742,1.415888727
946360,XMD14-99,5.076127156,5.205917554
753596,PAC-1,0.693634778,1.690178159
949161,ZSTK474,0.243735974,0.267283448
724878,OSI-027,3.221508738,2.602788067
1240134,CUDC-101,-4.075781244,-2.987301954
910948,A-770041,4.267364698,3.962390006
907058,Vismodegib,5.272767551,4.792104759
1290455,Pelitinib,-0.377502377,-0.191603298
908141,CP724714,4.027497929,3.981009465
906863,FR-180204,5.296417702,4.854367687
909748,KIN001-244,7.148433572,6.084272326
907271,NSC-207895,3.545276064,4.485021991
1297447,A-443654,-0.85840086,-0.843386527
910546,Fedratinib,1.488986559,1.376117147
906808,Y-39983,5.362002165,4.672642265
907048,CCT-018159,3.338919408,3.395234917
906765,CI-1040,3.691389685,3.153144376
907791,CP724714,2.684910932,3.388293888
910907,VX-11e,4.064347507,4.138630549
907064,Tanespimycin,-2.349810879,-2.866461547
1290905,BX-912,4.393342038,4.89494607
1240206,Gefitinib,-2.998247641,-2.437039234
909727,Trametinib,0.616345603,-0.635845152
910935,GSK319347A,3.269159077,2.874441052
1240210,Tipifarnib,2.275690609,2.364633895
998184,Gefitinib,1.10629528,0.909834325
1290808,SL0101,5.003937453,4.764125215
907787,Tamoxifen,3.741252005,3.208017492
910916,Nutlin-3a (-),4.564111702,3.405151621
1240222,NVP-BHG712,3.493710236,4.254743997
909773,YM201636,0.856222198,0.768628332
724866,AT-7519,3.951228157,3.912161684
905941,Ponatinib,0.763027878,0.524527846
687821,Embelin,2.025381713,2.264172337
905950,PAC-1,0.837984709,0.680526729
1322213,Y-39983,4.845643808,3.843496413
907786,Erlotinib,1.175364136,0.781028694
910568,Linifanib,-0.297628463,-0.580886185
946358,VX-702,1.405447706,1.402959012
722058,Camptothecin,-5.637468357,-4.273800965
688031,NPK76-II-72-1,0.620333557,1.701579261
1298347,Ispinesib Mesylate,-0.54888307,-0.30224292
906746,Bryostatin 1,-2.046206854,-3.083558904
907786,XMD8-85,2.495715864,1.935712686
907073,GSK269962A,0.844869978,-0.039378786
907055,Doramapimod,3.083782472,3.299836968
907275,A-770041,3.874571503,4.062218552
906852,Luminespib,-4.37017748,-3.987013222
909249,Linsitinib,0.684487785,-0.316662929
753574,CP724714,2.979222422,4.290363168
1240210,LFM-A13,4.336256694,4.52941638
1299070,Etoposide,-1.190193836,-1.155819196
907073,OSU-03012,-0.910149076,0.293519444
753612,QL-XI-92,3.139208522,3.154080261
1524417,SB52334,5.999541754,5.3723959
1298526,AKT inhibitor VIII,2.358783012,2.634158906
1298347,PD0325901,1.03738179,0.810349551
907274,GSK429286A,3.890200303,4.367044141
907064,Ispinesib Mesylate,-0.590874493,-0.67292121
753592,Olaparib,2.988713924,2.567553321
687829,JNK-9L,-0.485187573,-0.136350423
908148,Bryostatin 1,-3.355881257,-3.404902999
905945,AZD8055,-1.253671328,-0.62001984
687820,Enzastaurin,1.265860108,2.753395412
905964,AZD7762,-1.746626401,-1.461937462
749710,AT-7519,0.97542849,-0.148027624
949178,IPA-3,0.869567781,2.879194663
687563,PLX-4720,4.805476871,3.259294203
907175,Trametinib,1.189827378,1.365165933
1509074,Quizartinib,2.993975518,2.792691558
906837,ZSTK474,1.845278984,2.040226678
1297447,BMS-509744,3.239251265,3.182573191
924108,CCT007093,3.242967787,4.372069184
907055,BX-912,1.14795816,1.243129507
753562,GSK690693,4.537424221,4.164319752
908136,S-Trityl-L-cysteine,0.36908939,0.332456342
1240198,Dactolisib,-3.175503411,-3.108875227
1299052,Tipifarnib,1.479991862,1.809241366
1240160,(5Z)-7-Oxozeaenol,0.535337449,0.277501797
1322224,Sorafenib,0.778578074,1.67539534
687983,GW441756,1.955709813,2.243179634
909779,IPA-3,5.775338174,5.063256149
1299075,AT-7519,0.606789621,0.302820085
924186,GSK650394,2.831163339,1.720331979
907275,TAK-715,1.645823563,3.000505839
908126,UNC1215,2.001912107,1.817761733
1240174,Bexarotene,1.906913567,2.281218721
1480361,PI-103,-0.079274169,0.8823818
753586,I-BET-762,3.75864081,3.475144818
908156,XAV939,2.83330777,2.847463225
909776,Serdemetan,1.220447544,1.852653321
1299070,VX-702,2.370686692,2.505522522
687997,AZ628,3.231651185,3.549065296
909758,Pazopanib,2.631652649,2.897628173
907067,AS605240,5.465261554,3.755154698
687561,KIN001-260,5.044305814,4.734529365
1240206,Doramapimod,3.807545137,3.40352205
906820,Ruxolitinib,1.496352668,3.252773708
908131,Serdemetan,2.135595151,2.554338664
949175,EHT-1864,3.338562002,4.527870572
1290765,Idelalisib,6.139976194,6.068100909
687514,Quizartinib,2.076690849,2.104806477
908473,QL-XII-47,2.188184067,2.284540256
907045,BMS-345541,4.365702704,3.840695879
909706,Idelalisib,3.361971427,4.97640399
684055,Belinostat,-0.772702838,-1.211323605
907298,IOX2,0.599551859,-0.224760672
688011,CP724714,4.867691163,4.513612439
735784,CGP-60474,-2.464511533,-2.045009363
949158,Tipifarnib,0.639210937,0.934148316
910691,BI-2536,-2.504696279,-1.947560694
910934,AKT inhibitor VIII,0.599693715,2.212097298
909974,Avagacestat,5.969239691,5.968447013
909715,AS605240,-3.477958458,-2.24960233
907270,BAY-61-3606,3.567209197,3.338313907
724866,AS605240,4.103351342,4.402971835
687514,SB590885,4.27480634,3.806079653
753589,TW 37,2.960291002,2.545164773
1298215,KIN001-266,4.532383703,4.719028543
909732,PHA-793887,2.512140535,2.517082307
909260,OSU-03012,0.725498493,0.889862008
684681,GSK429286A,5.301910197,5.368480656
687812,Bexarotene,3.24820973,2.92684058
753581,Tivozanib,0.682191058,1.034065414
910925,AS605240,1.948725059,1.639084326
1240155,XMD13-2,2.449877116,2.629692938
949178,CP466722,2.368413301,3.280514735
753621,BIX02189,6.210947527,5.951908365
907321,T0901317,4.290668498,4.107960518
946353,CMK,2.559999667,2.15441284
907062,PF-562271,1.570002083,2.119920048
908450,Luminespib,-3.162790964,-3.414104401
905960,Amuvatinib,3.28883724,4.699619109
1330991,OSU-03012,1.523129807,1.915517206
909248,CAY10603,0.229950083,-0.301035725
925345,Salubrinal,2.303415916,2.133682112
907043,UNC0638,5.403009188,3.035390794
905976,NPK76-II-72-1,4.929482955,4.400582747
949166,Selumetinib,3.902159252,3.630959717
1290724,SL0101,5.194863049,4.791600462
905955,MPS-1-IN-1,5.737724658,3.936546051
735784,PD0325901,-0.446919427,-1.336136737
924239,Bosutinib,0.41292495,1.250868987
910919,QS11,2.232595651,1.58842159
688014,QS11,3.596144277,3.537396447
907051,Cabozantinib,4.195522574,3.89931917
688086,Amuvatinib,-0.845353115,2.646201127
909904,CP724714,5.63241418,5.383628494
905964,T0901317,3.026833458,2.917205133
1298146,Bexarotene,4.907275935,3.462115864
905942,Rucaparib,2.675803855,3.083885149
724868,Omipalisib,-3.991737295,-2.610928395
1240151,Cabozantinib,0.182641798,2.850315834
905980,Alectinib,4.087889577,3.580626506
924244,Cabozantinib,3.267072371,2.975536359
753574,Temsirolimus,-5.388872796,-3.38294739
917486,PD0325901,-1.612743161,-1.724220659
1240161,EHT-1864,2.979302255,3.477621354
909708,Bosutinib,1.071421869,1.187646469
1298222,Elesclomol,-1.776796433,-2.705115711
1330984,GSK1904529A,2.219180061,1.945506693
1240226,Alectinib,4.410588372,4.190308389
687985,GSK1904529A,0.876381815,1.561119766
753556,KIN001-244,3.15111343,2.704137365
907067,GSK1070916,3.363184885,3.174829658
946359,PF-4708671,2.941455381,2.664881995
905941,Lapatinib,2.7530046,3.103512465
1298526,Vismodegib,5.210200767,4.660218566
910566,CGP-082996,1.406963301,1.970663596
1330972,BX-912,1.845905364,1.305238666
1290906,Luminespib,-2.303225387,-2.891410516
1240147,Quizartinib,2.557903136,1.955107751
907050,Rucaparib,3.052528556,2.887956617
909719,FMK,4.798668978,5.127547321
905960,Veliparib,3.695879971,3.902226066
909713,Enzastaurin,2.37921406,3.73124638
907071,FMK,5.483620635,5.418489377
753575,FH535,3.012267048,2.931783334
1298168,EHT-1864,4.281455796,3.620949179
907313,S-Trityl-L-cysteine,-0.175523627,0.223917428
910705,Temsirolimus,-1.919663316,-3.085730909
908121,BMS-754807,1.551989353,1.987015681
1240197,Avagacestat,5.445837627,5.164146593
905961,ZM447439,1.387126086,1.456015502
924106,HG6-64-1,2.829437723,2.163036376
907041,SGC0946,1.402285714,1.301044989
907313,Axitinib,2.255689429,1.951751335
687815,Ponatinib,0.524209989,1.280654471
949165,YM201636,1.058761006,0.591695086
1524416,AZD7762,-0.378897609,-1.105708535
909750,QL-XII-47,2.787746594,2.269859132
687596,Serdemetan,2.917901029,3.075950017
687980,WHI-P97,3.560912234,4.369205275
753589,Imatinib,3.798984608,3.07912294
724838,XMD13-2,3.07624503,2.240793126
908462,Zibotentan,6.137395753,5.910211832
753565,Pelitinib,0.076765736,0.399487498
910911,BMS-754807,0.416909219,1.607274161
905955,BAY-61-3606,0.354351646,2.816448808
1290768,AS605240,3.529304598,4.5962369
1240124,IOX2,1.291762771,1.008631062
906855,PHA-665752,3.396787112,3.094276919
909253,IOX2,-0.573709219,-0.182748124
1240142,Bosutinib,-0.190859502,-0.611939781
908123,UNC0638,2.325823132,3.794216749
753610,CAY10603,-1.690776009,-1.71519452
908454,LFM-A13,4.778522871,4.237961429
909773,Ruxolitinib,1.33752967,3.325369944
946354,IOX2,-0.047953317,-0.129383725
1330933,GW843682X,-3.639249516,-4.322188528
906836,AT-7519,-1.669101412,-1.756109306
906821,OSU-03012,1.475712826,1.277115791
906872,PF-4708671,3.413488128,4.049828014
906832,Bosutinib,1.202440955,1.205860623
946356,Belinostat,5.816781208,5.639743074
910926,CAY10603,0.863129575,0.288661559
753565,Dacinostat,-3.069172302,-3.2915498
1330994,XAV939,3.360630236,3.042182229
909704,Ispinesib Mesylate,-3.509346861,-3.368704487
909700,QS11,2.766475459,2.506021415
1240123,Nilotinib,3.233861938,2.770167663
1330972,Tivozanib,0.605576162,0.201538091
906814,AR-42,1.048147546,0.687417893
1290906,SB-505124,4.676263234,4.473039215
753624,SL0101,5.323601374,4.99041894
1503361,NPK76-II-72-1,3.038602037,2.355209083
907048,Cabozantinib,3.463646443,2.285449612
753531,CGP-60474,-3.228654841,-3.226542098
905962,BX-912,0.979402934,1.621707803
906834,BMS-345541,5.114853419,4.296298305
1298168,Nilotinib,3.559401552,3.218454705
910933,Sunitinib,4.463534694,3.984956888
1240147,QL-XII-47,1.908991675,2.770031333
906833,Elesclomol,-3.910117192,-4.370691849
910919,Axitinib,2.477948774,1.907220371
907300,KIN001-260,4.855283922,4.160117109
906827,AICA Ribonucleotide,7.706763086,7.745372425
907279,AT-7519,2.409296276,2.162144828
949171,I-BET-762,2.320296248,3.410850698
906824,VX-702,2.86964519,3.015237318
722046,XMD11-85h,4.562646464,3.57106254
930297,FTI-277,3.143232093,2.805104694
925346,JNK-9L,-1.271439646,-0.737056523
910942,ZG-10,4.089170586,0.136667088
910544,GW441756,2.32974722,2.461467606
910567,CGP-60474,-2.348023853,-1.795140407
910921,RO-3306,3.050785745,3.094782936
688058,MPS-1-IN-1,6.018602135,5.409055354
909698,SGC0946,1.524209391,1.314880745
908471,BI-2536,-2.471286264,-1.733424517
753620,Midostaurin,0.629749525,0.453460346
1480372,T0901317,3.820568932,4.753060148
1240170,AS605240,4.031672569,4.600265139
911905,AS601245,1.68940243,1.7078438
910704,Camptothecin,-4.828346345,-3.723806114
909774,Pazopanib,3.420946965,3.361968971
930298,Belinostat,3.703864476,4.348768331
687807,DMOG,9.420977769,8.525061999
1240205,UNC0638,2.596102502,2.838764155
1290798,NPK76-II-72-1,3.030009574,4.198914116
909904,Quizartinib,3.292559904,2.921486626
908151,IPA-3,4.030267512,2.803401186
753576,UNC0638,3.449487794,3.597070583
1290724,Daporinad,-1.461821152,0.239069565
908448,Cyclopamine,5.241390816,3.95090293
753604,Bexarotene,4.304353063,3.158486048
1240226,Bosutinib,1.290772231,1.093808452
909779,Tubastatin A,2.78872301,3.164084904
753570,PF-4708671,3.399624246,3.945038538
908149,JQ1,2.857498327,2.3219241
684052,SB-505124,2.603235867,3.361645218
1479988,Tivozanib,0.056383815,-0.173690912
724828,Refametinib,-0.438719988,-0.649907141
908125,KIN001-244,2.293785627,2.358207971
905973,KIN001-244,5.636866392,4.914290656
908127,DMOG,6.943391085,5.907708276
910702,Fedratinib,3.728816516,4.127448066
724866,Midostaurin,0.13999329,-0.534734615
908143,PHA-665752,3.507332163,3.365920324
753578,SB-505124,3.659455349,3.818333124
717431,FH535,0.086841859,1.433399861
908142,Bexarotene,4.616389884,3.215994873
909704,Enzastaurin,3.69515902,3.538241692
1330972,NU7441,0.305925702,2.245262287
910919,BMS-509744,2.288802834,2.587755188
1298157,AT-7519,2.789342021,1.916960337
1240168,DMOG,6.678329093,6.11530664
905969,KIN001-260,5.54450479,5.260583351
909759,JW-7-24-1,3.46372996,1.434585562
907787,Temsirolimus,-0.637178727,-0.108884757
906838,XMD13-2,3.165548423,3.107408059
687600,NSC-207895,4.473340614,5.042326453
1480374,Navitoclax,1.971452835,1.504867017
946353,Crizotinib,3.404602126,3.118109089
909905,XMD11-85h,3.650591455,3.895345709
910691,IPA-3,3.366977556,3.088116777
1290812,NVP-BHG712,4.11530415,4.26339443
905955,Refametinib,-1.235080732,-1.432667084
925346,Daporinad,-1.135273189,-3.19631606
907274,SB590885,3.55733941,3.723921907
908152,VX-11e,4.018545605,3.804729374
1240145,AR-42,-1.550264807,-1.396427305
908156,Omipalisib,-4.759459569,-5.937493418
906855,Sorafenib,0.449825498,1.383725946
1290455,Bicalutamide,2.127656089,2.137617745
1659928,Tivozanib,-0.148815266,-0.007432168
906827,CCT-018159,2.693944317,2.742343855
1240183,Lestauritinib,1.062840461,0.539089835
910694,AKT inhibitor VIII,3.315559111,2.555876612
908462,Bryostatin 1,-3.241608015,-2.57356543
910706,EHT-1864,3.356327864,2.62174749
753551,TW 37,0.32195428,1.204422527
908122,TPCA-1,4.495838717,3.715027063
908467,NVP-BHG712,3.046426876,2.935626361
687505,XMD13-2,3.071213109,2.638685056
1299062,CI-1040,0.993833014,2.248095982
907061,Tubastatin A,5.027506543,4.804643662
1509073,XMD11-85h,4.858388803,4.18503697
949173,VX-702,3.505101758,3.518245425
910698,CUDC-101,0.383403406,0.517632383
1240122,Cetuximab,5.148422485,4.028623939
910689,IOX2,1.059401511,0.852913437
688058,Nilotinib,3.945741803,3.85001003
753589,CP466722,3.1706786,3.40915677
907789,Bicalutamide,1.852465161,2.050407444
909719,PD0325901,-2.134821843,-1.202572951
1298476,PIK-93,5.221500174,5.180110445
1240150,PFI-1,3.197714888,3.322012301
724859,CHIR-99021,3.436882814,3.152421705
909250,KIN001-260,5.896008477,4.955036319
687452,CI-1040,2.790115785,2.359916883
749713,AZD6482,3.266918846,1.83152564
1240145,Zibotentan,3.570533925,5.419657392
1240178,IPA-3,2.062361481,3.516211778
909975,QL-X-138,2.408861495,1.651308811
1240155,Idelalisib,3.467374019,3.844561996
753583,RO-3306,4.792921018,3.424650468
1290908,PD0325901,-1.15172181,-0.016513452
753599,BMS-536924,4.603745602,2.111849446
1480372,KU-55933,3.917853146,4.088122689
906871,JW-7-24-1,0.651729943,0.601801669
949179,LFM-A13,4.263998212,4.604446165
753575,KIN001-270,6.411184081,5.895286297
905984,Trametinib,-2.556086475,-0.779271601
753578,Bicalutamide,2.834577725,2.100184528
1503366,ZSTK474,0.536287459,0.461481206
1509074,OSI-930,4.736889468,4.480346001
